Repositorio,Status,Tamanho_Arquivos,Tamanho_Linhas_Adicionadas,Tamanho_Linhas_Removidas,Tempo_Analise_Horas,Descricao_Caracteres,Interacoes_Participantes,Interacoes_Comentarios,Revisoes
EbookFoundation/free-programming-books,MERGED,1,1,0,25.5,1249,3,0,1
EbookFoundation/free-programming-books,MERGED,2,4,1,22.67,841,3,2,1
EbookFoundation/free-programming-books,MERGED,1,1,1,16.25,6278,2,1,1
EbookFoundation/free-programming-books,MERGED,3,3,3,16.24,9465,2,1,1
EbookFoundation/free-programming-books,MERGED,1,1,0,38.64,1116,3,1,2
EbookFoundation/free-programming-books,MERGED,1,1,0,19.38,1116,3,0,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,40.04,1357,3,4,1
EbookFoundation/free-programming-books,CLOSED,1,0,670,15.05,1361,2,0,1
EbookFoundation/free-programming-books,MERGED,1,1,0,20.03,1103,3,0,1
EbookFoundation/free-programming-books,MERGED,1,1,0,32.24,1527,3,1,1
EbookFoundation/free-programming-books,MERGED,1,1,0,29.89,1370,3,0,1
EbookFoundation/free-programming-books,CLOSED,0,0,0,51.7,1103,2,1,1
EbookFoundation/free-programming-books,CLOSED,1,2,1,2476.8,1371,3,6,1
EbookFoundation/free-programming-books,MERGED,1,5,1,79.48,1329,3,4,2
EbookFoundation/free-programming-books,CLOSED,1,6,0,5.35,1466,2,1,1
EbookFoundation/free-programming-books,MERGED,1,1,0,12.71,1103,3,0,1
EbookFoundation/free-programming-books,MERGED,1,36,0,442.59,1198,2,5,1
EbookFoundation/free-programming-books,MERGED,1,1,0,63.96,1443,3,0,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,48.24,1103,3,2,2
EbookFoundation/free-programming-books,CLOSED,1,1,0,2515.09,1216,2,2,1
EbookFoundation/free-programming-books,MERGED,1,1,0,82.8,1638,2,0,2
EbookFoundation/free-programming-books,MERGED,1,30,0,464.22,2322,2,14,1
EbookFoundation/free-programming-books,MERGED,1,1,0,44.12,1103,2,0,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,2276.96,1524,2,2,1
EbookFoundation/free-programming-books,MERGED,1,1,0,55.37,1825,2,1,2
EbookFoundation/free-programming-books,CLOSED,15,57,11,2551.78,1321,2,6,2
EbookFoundation/free-programming-books,MERGED,1,9,1,208.77,1404,2,9,5
EbookFoundation/free-programming-books,CLOSED,1,1,0,2332.21,1103,2,2,1
EbookFoundation/free-programming-books,MERGED,1,2,0,61.8,1653,2,0,1
EbookFoundation/free-programming-books,CLOSED,1,1843,2085,3996.99,1352,3,8,1
EbookFoundation/free-programming-books,CLOSED,2,33,0,2342.08,561,2,3,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,40.64,1585,2,1,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,2347.22,1407,2,2,1
EbookFoundation/free-programming-books,CLOSED,1,1,0,2372.43,2244,2,2,1
EbookFoundation/free-programming-books,MERGED,1,1,0,353.53,1420,2,1,2
EbookFoundation/free-programming-books,MERGED,1,6,0,95.81,76,2,3,1
public-apis/public-apis,CLOSED,1,1,0,307.16,888,2,2,1
public-apis/public-apis,CLOSED,1,1,1,2277.65,62,3,0,2
public-apis/public-apis,CLOSED,1,1,1,1596.03,391,2,0,1
public-apis/public-apis,CLOSED,1,2,2,1169.68,547,2,3,2
public-apis/public-apis,CLOSED,1,1,0,467.45,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,38.73,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,2038.76,1589,2,0,1
public-apis/public-apis,CLOSED,8,13213,0,6020.97,1583,2,0,2
public-apis/public-apis,CLOSED,1,1,1,1208.59,902,2,0,1
public-apis/public-apis,CLOSED,1,2,1,287.0,902,2,0,1
public-apis/public-apis,CLOSED,2,271,214,2951.56,902,11,1,2
public-apis/public-apis,CLOSED,1,2,2,1060.67,340,2,0,1
public-apis/public-apis,CLOSED,1,1,1,791.9,1020,2,0,1
public-apis/public-apis,CLOSED,1,0,1,4996.0,26,2,0,1
public-apis/public-apis,CLOSED,1,1,0,1463.14,902,2,0,1
public-apis/public-apis,CLOSED,1,0,1,1746.85,902,5,2,2
public-apis/public-apis,CLOSED,1,57,52,1317.33,902,2,0,1
public-apis/public-apis,CLOSED,1,4,2,12199.29,902,2,0,1
public-apis/public-apis,CLOSED,1,0,1,5545.27,27,1,0,1
public-apis/public-apis,CLOSED,1,1,1,2763.22,39,2,1,1
public-apis/public-apis,CLOSED,1,1,0,17.65,902,3,0,2
public-apis/public-apis,CLOSED,1,1,0,230.23,902,2,0,1
public-apis/public-apis,CLOSED,1,1,1,5983.86,49,2,0,1
public-apis/public-apis,CLOSED,1,1,1,1398.68,902,2,1,1
public-apis/public-apis,CLOSED,1,1,1,1182.07,1072,2,2,1
public-apis/public-apis,CLOSED,1,1,1,3050.14,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,15173.56,967,3,0,2
public-apis/public-apis,CLOSED,1,0,1,9922.59,127,2,1,1
public-apis/public-apis,CLOSED,1,1,1,13529.09,927,3,0,2
public-apis/public-apis,CLOSED,1,1,0,10079.85,902,2,1,1
public-apis/public-apis,MERGED,2,347,248,1097.95,902,7,0,4
public-apis/public-apis,CLOSED,1,1,0,15644.22,902,2,1,1
public-apis/public-apis,CLOSED,1,1,1,3383.25,902,3,1,1
public-apis/public-apis,CLOSED,1,1,0,20129.3,903,2,2,1
public-apis/public-apis,CLOSED,1,1,0,34.45,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,38.91,904,3,0,1
public-apis/public-apis,CLOSED,1,0,1,19622.56,173,1,0,1
public-apis/public-apis,CLOSED,1,1,1,9479.88,902,3,1,2
public-apis/public-apis,CLOSED,1,3,0,7172.58,902,3,2,1
public-apis/public-apis,CLOSED,1,1,0,133.1,902,2,1,1
public-apis/public-apis,CLOSED,1,0,1,22974.49,59,2,0,1
public-apis/public-apis,CLOSED,1,1,1,1012.19,87,2,0,1
public-apis/public-apis,CLOSED,1,1,1,199.76,902,2,0,1
public-apis/public-apis,CLOSED,1,0,1,29265.15,1040,1,1,1
public-apis/public-apis,CLOSED,1,1,0,20783.6,902,3,1,1
public-apis/public-apis,CLOSED,1,1,0,23674.0,948,3,2,1
public-apis/public-apis,CLOSED,1,2,0,10007.43,902,6,6,2
public-apis/public-apis,CLOSED,1,1,0,128.64,902,3,1,1
public-apis/public-apis,CLOSED,1,1,0,183.12,902,4,1,2
public-apis/public-apis,CLOSED,1,1,0,358.79,902,3,1,1
public-apis/public-apis,CLOSED,1,3,2,654.48,902,3,2,1
public-apis/public-apis,CLOSED,1,1,0,370.15,902,3,10,1
public-apis/public-apis,CLOSED,1,1,0,39.59,902,2,1,1
public-apis/public-apis,CLOSED,1,2,0,41.76,902,3,1,1
public-apis/public-apis,MERGED,1,1,0,4.0,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,21.66,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,40.85,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,30.02,902,2,0,1
public-apis/public-apis,MERGED,1,1,1,12.51,961,2,0,1
public-apis/public-apis,MERGED,1,1,0,72.34,909,3,1,1
public-apis/public-apis,MERGED,1,1,0,109.31,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,111.9,902,2,2,1
public-apis/public-apis,MERGED,1,1,0,137.67,911,2,0,1
public-apis/public-apis,MERGED,1,1,0,95.12,902,2,0,1
public-apis/public-apis,MERGED,1,1,1,6.54,902,2,0,1
public-apis/public-apis,MERGED,1,0,1,48.65,603,2,0,1
public-apis/public-apis,MERGED,1,1,0,191.66,902,2,0,2
public-apis/public-apis,MERGED,1,1,0,112.61,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,283.44,902,2,2,3
public-apis/public-apis,MERGED,1,1,0,168.07,902,3,0,1
public-apis/public-apis,MERGED,1,1,0,183.45,1125,2,5,3
public-apis/public-apis,MERGED,1,1,0,223.98,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,263.31,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,331.25,915,3,1,1
public-apis/public-apis,MERGED,1,1,0,331.21,946,2,0,1
public-apis/public-apis,MERGED,1,1,0,340.21,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,421.59,902,3,0,1
public-apis/public-apis,CLOSED,1,1,0,453.29,902,3,1,2
public-apis/public-apis,CLOSED,1,1,0,473.44,902,2,0,1
public-apis/public-apis,MERGED,1,1,1,394.12,902,2,0,1
public-apis/public-apis,CLOSED,1,1,0,486.73,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,218.15,902,2,1,2
public-apis/public-apis,CLOSED,1,1,0,497.32,741,2,1,1
public-apis/public-apis,MERGED,1,1,0,131.88,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,2.32,902,2,0,1
public-apis/public-apis,MERGED,1,1,1,23.82,87,2,0,1
public-apis/public-apis,MERGED,1,1,0,64.63,902,2,0,1
public-apis/public-apis,MERGED,1,1,1,91.3,1072,2,0,1
public-apis/public-apis,MERGED,1,1,1,95.62,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,3.75,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,66.08,902,2,1,2
public-apis/public-apis,MERGED,1,1,0,55.51,902,2,0,3
public-apis/public-apis,CLOSED,1,2,2,218.62,902,2,1,2
public-apis/public-apis,MERGED,1,1,0,6.75,902,2,0,1
public-apis/public-apis,MERGED,1,0,1,7.42,762,2,0,1
public-apis/public-apis,MERGED,1,1,0,10.25,1007,3,0,5
public-apis/public-apis,MERGED,1,1,0,105.07,924,2,1,4
public-apis/public-apis,MERGED,1,1,0,60.97,902,2,0,1
public-apis/public-apis,MERGED,1,1,0,109.73,902,2,1,2
public-apis/public-apis,MERGED,1,1,0,79.97,902,2,0,1
donnemartin/system-design-primer,CLOSED,1,4,1,80.79,571,2,0,1
donnemartin/system-design-primer,MERGED,1,1,1,104.06,122,3,1,1
donnemartin/system-design-primer,CLOSED,1,0,0,255.74,571,2,0,1
donnemartin/system-design-primer,MERGED,1,1,1,399.55,1179,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,1500.62,122,4,3,2
donnemartin/system-design-primer,MERGED,1,1,1,1737.41,88,3,1,2
donnemartin/system-design-primer,CLOSED,1,70,0,1741.04,571,3,1,1
donnemartin/system-design-primer,MERGED,1,1,1,3368.13,115,2,2,2
donnemartin/system-design-primer,MERGED,1,2,2,273.43,451,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,3749.76,181,2,1,1
donnemartin/system-design-primer,CLOSED,1,7,6,4365.02,560,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,1375.32,176,4,1,3
donnemartin/system-design-primer,CLOSED,1,1,1,5850.68,571,2,0,1
donnemartin/system-design-primer,CLOSED,1,1,1,1323.15,571,3,1,1
donnemartin/system-design-primer,CLOSED,1,2,2,6407.36,262,3,0,1
donnemartin/system-design-primer,CLOSED,1,0,4,5423.51,571,2,0,1
donnemartin/system-design-primer,MERGED,4,27,27,3403.79,792,2,1,1
donnemartin/system-design-primer,MERGED,4,4,4,7689.82,121,3,1,2
donnemartin/system-design-primer,MERGED,1,2,2,128.12,201,2,0,1
donnemartin/system-design-primer,CLOSED,1,1838,0,713.81,1019,7,6,3
donnemartin/system-design-primer,MERGED,4,8,8,1549.19,0,3,0,2
donnemartin/system-design-primer,CLOSED,2,10,0,2984.85,571,2,0,1
donnemartin/system-design-primer,CLOSED,1,1,1,3264.37,128,3,0,2
donnemartin/system-design-primer,CLOSED,1,22,23,15428.31,335,3,0,1
donnemartin/system-design-primer,CLOSED,3,12,0,26921.6,147,3,0,2
donnemartin/system-design-primer,MERGED,1,5,5,179.93,636,2,1,1
donnemartin/system-design-primer,CLOSED,1,2,2,18343.91,571,3,0,1
donnemartin/system-design-primer,CLOSED,1,5,5,26318.52,647,6,1,4
donnemartin/system-design-primer,MERGED,1,1,1,512.62,571,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,171.03,571,2,1,1
donnemartin/system-design-primer,CLOSED,1,2,0,15251.51,571,2,0,1
donnemartin/system-design-primer,CLOSED,1,1,1,15370.61,571,3,1,1
donnemartin/system-design-primer,CLOSED,1,1,0,8997.19,166,3,0,1
donnemartin/system-design-primer,MERGED,1,1,1,19.68,10,2,1,1
donnemartin/system-design-primer,CLOSED,1,2,2,31818.51,90,3,0,1
donnemartin/system-design-primer,CLOSED,4,7,7,30883.7,571,3,0,1
donnemartin/system-design-primer,MERGED,3,3,3,141.21,0,3,3,1
donnemartin/system-design-primer,MERGED,1,1,1,651.8,571,3,1,1
donnemartin/system-design-primer,CLOSED,54,0,0,10008.53,214,7,5,4
donnemartin/system-design-primer,MERGED,4,4,4,1237.47,129,2,1,1
donnemartin/system-design-primer,CLOSED,1,1,1,25379.52,144,3,0,1
donnemartin/system-design-primer,MERGED,4,4,4,910.32,671,2,1,1
donnemartin/system-design-primer,MERGED,4,4,0,27634.33,106,3,2,1
donnemartin/system-design-primer,CLOSED,1,1853,0,20096.55,571,4,0,2
donnemartin/system-design-primer,CLOSED,1,18,0,20164.74,436,4,2,2
donnemartin/system-design-primer,MERGED,1,1,1,1815.24,143,3,1,2
donnemartin/system-design-primer,CLOSED,1,2,1,42213.5,94,3,0,1
donnemartin/system-design-primer,MERGED,1,1,1,320.49,114,2,1,1
donnemartin/system-design-primer,MERGED,4,4,4,544.71,753,2,0,1
donnemartin/system-design-primer,MERGED,1,1,1,1167.08,28,2,1,1
donnemartin/system-design-primer,CLOSED,0,0,0,31986.01,586,2,0,1
donnemartin/system-design-primer,MERGED,1,2,2,486.21,325,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,173.1,36,3,2,1
donnemartin/system-design-primer,MERGED,1,0,0,409.79,507,2,3,2
donnemartin/system-design-primer,MERGED,1,1,0,132.11,70,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,11.86,28,3,1,1
donnemartin/system-design-primer,MERGED,2,3,3,22.31,74,2,1,1
donnemartin/system-design-primer,MERGED,1,1,0,114.96,0,2,3,2
donnemartin/system-design-primer,CLOSED,4,4,4,359.42,63,3,2,1
donnemartin/system-design-primer,CLOSED,1,1,1,582.33,226,3,4,10
donnemartin/system-design-primer,MERGED,1,1,1,994.21,164,2,1,1
donnemartin/system-design-primer,MERGED,1,1,0,1147.89,85,2,1,1
donnemartin/system-design-primer,MERGED,1,4,4,398.77,148,2,1,1
donnemartin/system-design-primer,MERGED,1,8,8,1493.25,0,2,1,1
donnemartin/system-design-primer,CLOSED,1,4,0,1740.92,97,8,1,4
donnemartin/system-design-primer,MERGED,1,15,1,1674.08,105,3,3,2
donnemartin/system-design-primer,MERGED,1,1,1,1853.83,150,2,1,1
donnemartin/system-design-primer,MERGED,1,1,0,2047.93,114,4,3,1
donnemartin/system-design-primer,MERGED,1,1,1,1904.36,0,3,1,2
donnemartin/system-design-primer,MERGED,1,2,2,2005.67,39,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,2231.94,0,2,1,1
donnemartin/system-design-primer,CLOSED,1,1,1,9071.47,19,4,4,1
donnemartin/system-design-primer,MERGED,1,0,0,2708.69,0,1,0,1
donnemartin/system-design-primer,MERGED,9,2525,10,473.31,13,8,2,1
donnemartin/system-design-primer,MERGED,9,1458,1466,272.42,0,8,4,1
donnemartin/system-design-primer,MERGED,1,1,1,44.9,41,1,1,1
donnemartin/system-design-primer,MERGED,1,2,2,60.92,266,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,4258.08,156,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,966.12,0,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,17.1,282,2,1,1
donnemartin/system-design-primer,MERGED,4,4,4,5101.09,184,3,1,2
donnemartin/system-design-primer,CLOSED,1,2,2,5660.24,101,3,1,2
donnemartin/system-design-primer,CLOSED,0,0,0,97.57,4,2,0,1
donnemartin/system-design-primer,CLOSED,1,4,4,217.39,0,2,0,1
donnemartin/system-design-primer,MERGED,1,2,3,7260.33,0,4,2,5
donnemartin/system-design-primer,MERGED,1,2,2,7314.82,107,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,2378.51,66,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,7300.89,0,2,1,1
donnemartin/system-design-primer,MERGED,1,1,1,8334.63,131,4,1,3
donnemartin/system-design-primer,MERGED,1,1,1,511.66,267,3,2,2
donnemartin/system-design-primer,MERGED,1,1,1,511.68,216,3,2,2
donnemartin/system-design-primer,MERGED,1,1,1,511.68,122,3,2,2
donnemartin/system-design-primer,MERGED,1,11,11,3443.71,56,3,3,3
donnemartin/system-design-primer,MERGED,1,1,1,609.05,653,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,574.91,103,3,1,2
donnemartin/system-design-primer,MERGED,1,1,1,622.17,161,4,3,2
donnemartin/system-design-primer,MERGED,1,1,1,622.35,109,3,1,2
donnemartin/system-design-primer,MERGED,1,2,2,692.03,198,3,2,2
donnemartin/system-design-primer,MERGED,1,3,3,9054.53,212,5,2,4
donnemartin/system-design-primer,MERGED,1,1,1,412.8,348,3,3,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,38.59,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,46,231,41,87.5,2699,3,1,1
kamranahmedse/developer-roadmap,MERGED,1,3,0,89.11,902,3,0,1
kamranahmedse/developer-roadmap,CLOSED,2,45,41,17.86,744,2,0,14
kamranahmedse/developer-roadmap,MERGED,13,60,11,2.75,2058,3,2,1
kamranahmedse/developer-roadmap,MERGED,10,32,7,2.83,1201,3,1,1
kamranahmedse/developer-roadmap,MERGED,15,53,9,3.11,2162,3,1,1
kamranahmedse/developer-roadmap,CLOSED,1,99,0,39.24,0,4,2,1
kamranahmedse/developer-roadmap,MERGED,10,2104,0,1530.57,1148,3,1,1
kamranahmedse/developer-roadmap,CLOSED,86,9594,536,44.27,0,3,1,1
kamranahmedse/developer-roadmap,MERGED,1,11,0,34.56,1034,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,2,1,30.64,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,0,692.92,84,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,4,1,687.32,47,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,4,1,721.78,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,722.16,53,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,794.11,73,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,794.13,69,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,794.0,62,4,1,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,764.72,61,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,5,1,765.18,66,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,0,765.19,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,2,1,771.63,121,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,827.87,66,3,0,1
kamranahmedse/developer-roadmap,MERGED,2,0,6,88.61,833,3,0,2
kamranahmedse/developer-roadmap,CLOSED,1,2,2,208.35,493,3,0,1
kamranahmedse/developer-roadmap,CLOSED,1,17,1,237.77,764,3,2,1
kamranahmedse/developer-roadmap,MERGED,2,2,2,305.39,279,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,2,335.06,584,3,0,4
kamranahmedse/developer-roadmap,MERGED,1,2,2,30.27,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,75,597,0,453.59,334,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,2,1,460.81,0,3,0,1
kamranahmedse/developer-roadmap,CLOSED,2,40,1,480.47,117,2,2,1
kamranahmedse/developer-roadmap,MERGED,1,2,2,613.35,36,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,1,653.54,0,3,0,1
kamranahmedse/developer-roadmap,CLOSED,1,3,1,22.39,83,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,4,3,4.91,0,2,0,2
kamranahmedse/developer-roadmap,MERGED,78,687,80,25.33,337,1,0,1
kamranahmedse/developer-roadmap,CLOSED,1,13,11,118.71,75,3,1,3
kamranahmedse/developer-roadmap,CLOSED,2,19,5,272.36,94,3,4,1
kamranahmedse/developer-roadmap,MERGED,35,682,706,124.53,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,148,1165,147,188.77,347,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,2,1,72.92,88,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,7,8,10.25,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,7,365,97,11.16,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,6,466,2,6.49,0,2,0,2
kamranahmedse/developer-roadmap,CLOSED,1,1,0,578.17,31,3,1,3
kamranahmedse/developer-roadmap,MERGED,16,2965,415,25.63,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,2,10.66,178,2,0,1
kamranahmedse/developer-roadmap,MERGED,6,8,29,40.01,372,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,35.91,36,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,0,55.54,33,2,0,3
kamranahmedse/developer-roadmap,MERGED,1,2,2,55.17,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,3,21,3,131.01,272,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,4,4,3.24,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,1,1,4.54,55,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,0,1,291.35,384,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,13,1,311.37,33,3,0,3
kamranahmedse/developer-roadmap,MERGED,6,877,9,393.36,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,0,21.28,30,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,28.6,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,5,26,132.99,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1003,0,14.08,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1643,212,7.91,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,153.3,36,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,24,3,14.22,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,59,388,399,141.58,75,2,2,5
kamranahmedse/developer-roadmap,MERGED,11,3577,251,9.59,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,0,1,109.71,173,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,37.59,61,2,0,1
kamranahmedse/developer-roadmap,MERGED,3,2813,9,36.36,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,3,214.74,113,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,936,0,44.39,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,5,32,28.54,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,10,1,372.96,41,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,5,1,419.06,16,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,5,5,434.91,182,3,0,3
kamranahmedse/developer-roadmap,MERGED,16,550,384,62.43,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1225,0,9.77,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,1214,1,30.59,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,3.38,147,2,0,1
kamranahmedse/developer-roadmap,MERGED,2,1019,46,10.57,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,117,117,1.5,372,2,0,1
kamranahmedse/developer-roadmap,CLOSED,1,7,1,162.63,166,2,1,1
kamranahmedse/developer-roadmap,MERGED,1,1,0,265.29,34,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,310.99,168,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,7,1,312.11,109,3,2,1
kamranahmedse/developer-roadmap,MERGED,2,258,0,112.64,372,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,6,101,440.94,0,2,0,2
kamranahmedse/developer-roadmap,MERGED,1,9,0,450.19,389,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,2,2,120.59,46,2,0,1
kamranahmedse/developer-roadmap,CLOSED,1,1,1,453.63,0,3,2,2
kamranahmedse/developer-roadmap,MERGED,4,76,14,3.61,0,3,0,1
kamranahmedse/developer-roadmap,MERGED,1,3,3,8.72,0,4,1,2
kamranahmedse/developer-roadmap,MERGED,1,1,1,8.86,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,8.94,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,8.99,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,9.04,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,9.15,0,2,0,1
kamranahmedse/developer-roadmap,MERGED,1,1,1,9.45,0,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,2,5,1,411.44,385,4,2,6
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,19.91,3213,3,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,49,49,3.03,151,3,0,5
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,52.32,576,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,52.52,654,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,52.54,605,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,1,4.58,0,3,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,91.15,3213,4,3,3
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,94.01,3213,4,3,2
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,93.54,3213,4,8,5
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,1,11.19,166,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,100.39,165,2,0,1
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,1,36.19,3213,3,1,1
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,189.8,3212,3,1,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,1,5.64,3080,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,204.5,3213,9,6,4
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,254.34,3213,4,5,5
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,260.75,2909,3,3,4
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,260.56,3213,3,0,6
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,209.9,3283,5,0,3
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,263.54,3231,3,0,2
awesome-selfhosted/awesome-selfhosted,MERGED,6,8,70,349.16,239,2,0,1
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,360.0,3213,4,8,2
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,393.55,3213,5,3,5
awesome-selfhosted/awesome-selfhosted,MERGED,1,3,3,27.56,181,3,0,2
awesome-selfhosted/awesome-selfhosted,CLOSED,1,1,0,529.43,3213,4,4,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,1,0,187.62,3213,5,0,6
awesome-selfhosted/awesome-selfhosted,MERGED,1,8,8,2.36,86,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,122.42,17080,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,122.46,29170,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,122.61,78,2,0,1
awesome-selfhosted/awesome-selfhosted,MERGED,1,0,1,122.63,113,3,1,1
